Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
ABL1,1,0,1,0,1,1,1,1,NA
ADAM10,2,0,1,0,1,1,1,1,1.306032698752415
ADAM17,2,0.5,0.5,0,0.5,0,0.5,1,NA
AKT1,1,0,1,0,1,1,1,1,NA
AKT2,1,0,1,0,1,1,1,1,NA
AKT3,1,0,1,0,1,1,1,1,NA
APP,2,0,1,0,1,1,1,1,2.2538359851577954
ARNT,1,0,1,0,1,1,1,1,4.548543754799093
ATF1,1,0,1,0,1,1,1,1,3.5332170034127675
ATF7,1,0,1,0,1,1,1,1,3.8406793805302666
BCAR1,1,0,1,0,1,1,1,1,NA
CAV1,3,0,1,0,1,0.5,1,1,2.5482454200585973
CCNA2,1,0,0,1,-1,1,-1,-1,NA
CCNE1,1,0,0,1,-1,1,-1,-1,NA
CDK1,0,0,0,1,-1,0,-1,-1,NA
CDK2,1,0,0,1,-1,1,-1,-1,NA
CDK4,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
CDK5,1,0,1,0,1,1,1,1,NA
CEBPA,1,0,1,0,1,1,1,1,7.877272643902079
CHEK1,1,0,0,1,-1,1,-1,-1,NA
CLK2,1,0,1,0,1,1,1,1,NA
CREB5,1,0,1,0,1,1,1,1,NA
CREBBP,0,0,0,1,-1,0,-1,-1,NA
CSNK2A1,0,0,0,1,-1,0,-1,-1,NA
CSNK2B,1,0,1,0,1,1,1,1,NA
CTCF,1,0,1,0,1,1,1,1,6.348663067645258
CTNNB1,0,0,0,1,-1,0,-1,-1,NA
CTNND1,0,0,1,0,1,0,1,1,NA
DDX17,1,0,1,0,1,1,1,1,NA
E2F3,1,0,0,1,-1,1,-1,-1,-1.6552974912711647
EGFR,3,0,1,0,1,1,1,1,1.4011488560276288
EIF2AK2,1,0,1,0,1,1,1,1,NA
EIF4E,1,0,1,0,1,1,1,1,NA
ELAVL1,1,0,1,0,1,1,1,1,NA
EP300,1,0,1,0,1,1,1,1,NA
EPAS1,1,0,1,0,1,1,1,1,7.288256747725371
EPHB2,3,0,1,0,1,1,1,1,NA
ETS1,1,0,1,0,1,1,1,1,8.358150846373533
ETS2,1,0,1,0,1,1,1,1,NA
ETV4,1,0,1,0,1,1,1,1,6.094831329560608
FN1,2,0,1,0,1,1,1,1,2.087945966420949
FOS,1,0,1,0,1,1,1,1,13.211649660329833
